hts8,list,ch99_code
08132010,3,9903.88.03
08132020,3,9903.88.03
08133000,3,9903.88.03
08134010,3,9903.88.03
08134015,3,9903.88.03
08134020,3,9903.88.03
08134030,3,9903.88.03
08134040,3,9903.88.03
08134080,3,9903.88.03
08134090,3,9903.88.03
08135000,3,9903.88.03
08140010,3,9903.88.03
08140040,3,9903.88.03
08140080,3,9903.88.03
09011100,4A,9903.88.15
09011200,4A,9903.88.15
09012100,4A,9903.88.15
09012200,4A,9903.88.15
09019010,4A,9903.88.15
09019020,4A,9903.88.15
09021010,4A,9903.88.15
09021090,4A,9903.88.15
09022010,4A,9903.88.15
09022090,4A,9903.88.15
09023000,4A,9903.88.15
09024000,4A,9903.88.15
09030000,4A,9903.88.15
09041100,4A,9903.88.15
09041200,4A,9903.88.15
09042120,4A,9903.88.15
09042140,4A,9903.88.15
09042160,4A,9903.88.15
09042180,4A,9903.88.15
09042220,4A,9903.88.15
09042240,4A,9903.88.15
09042273,4A,9903.88.15
09042276,4A,9903.88.15
09042280,4A,9903.88.15
09051000,4A,9903.88.15
09052000,4A,9903.88.15
09061100,4A,9903.88.15
09061900,4A,9903.88.15
09062000,4A,9903.88.15
09071000,4A,9903.88.15
09072000,4A,9903.88.15
09081100,4A,9903.88.15
09081200,4A,9903.88.15
09082100,4A,9903.88.15
09082220,4A,9903.88.15
09082240,4A,9903.88.15
09083100,4A,9903.88.15
09083200,4A,9903.88.15
09092100,4A,9903.88.15
09092200,4A,9903.88.15
09093100,4A,9903.88.15
09093200,4A,9903.88.15
09096100,4A,9903.88.15
09096200,4A,9903.88.15
09101100,4A,9903.88.15
09101200,4A,9903.88.15
09102000,4A,9903.88.15
09103000,4A,9903.88.15
09109100,4A,9903.88.15
09109905,4A,9903.88.15
09109906,4A,9903.88.15
09109907,4A,9903.88.15
09109910,4A,9903.88.15
09109920,4A,9903.88.15
09109940,4A,9903.88.15
09109950,4A,9903.88.15
09109960,4A,9903.88.15
10011100,3,9903.88.03
10011900,4A,9903.88.15
10019100,4A,9903.88.15
10019900,3,9903.88.03
10021000,4A,9903.88.15
10029000,4A,9903.88.15
10031000,3,9903.88.03
10039020,3,9903.88.03
10039040,3,9903.88.03
10041000,3,9903.88.03
10049000,3,9903.88.03
10051000,4A,9903.88.15
10059020,3,9903.88.03
10059040,3,9903.88.03
10061000,4A,9903.88.15
10062020,3,9903.88.03
10062040,3,9903.88.03
10063010,3,9903.88.03
10063090,3,9903.88.03
10064000,3,9903.88.03
10071000,3,9903.88.03
10079000,3,9903.88.03
10081000,3,9903.88.03
10082100,3,9903.88.03
10082900,3,9903.88.03
10083000,3,9903.88.03
10084000,4A,9903.88.15
10085000,3,9903.88.03
10086000,4A,9903.88.15
10089001,3,9903.88.03
11010000,3,9903.88.03
11022000,3,9903.88.03
11029020,3,9903.88.03
11029025,3,9903.88.03
11029027,3,9903.88.03
11029030,3,9903.88.03
11029060,3,9903.88.03
11031100,3,9903.88.03
11031300,3,9903.88.03
11031912,3,9903.88.03
11031914,3,9903.88.03
11031990,3,9903.88.03
11032000,3,9903.88.03
11041200,3,9903.88.03
11041910,3,9903.88.03
11041990,3,9903.88.03
11042200,3,9903.88.03
11042300,3,9903.88.03
11042910,3,9903.88.03
11042990,3,9903.88.03
11043000,3,9903.88.03
11051000,3,9903.88.03
11052000,3,9903.88.03
11061000,3,9903.88.03
11062010,3,9903.88.03
11062090,3,9903.88.03
11063020,3,9903.88.03
11063040,3,9903.88.03
11071000,3,9903.88.03
11072000,3,9903.88.03
11081100,3,9903.88.03
11081200,3,9903.88.03
11081300,3,9903.88.03
11081400,3,9903.88.03
11081900,3,9903.88.03
11082000,3,9903.88.03
11090010,3,9903.88.03
11090090,3,9903.88.03
12011000,3,9903.88.03
12019000,3,9903.88.03
12023005,4A,9903.88.15
12023040,3,9903.88.03
12023080,4A,9903.88.15
12024105,4A,9903.88.15
12024140,4A,9903.88.15
12024180,4A,9903.88.15
12024210,3,9903.88.03
12024215,3,9903.88.03
12024220,4A,9903.88.15
12024250,4A,9903.88.15
12024260,4A,9903.88.15
12024290,4A,9903.88.15
12030000,4A,9903.88.15
12040000,3,9903.88.03
12051000,3,9903.88.03
12059000,3,9903.88.03
12060000,3,9903.88.03
12071000,4A,9903.88.15
12072100,4A,9903.88.15
12072900,4A,9903.88.15
12073000,4A,9903.88.15
12074000,3,9903.88.03
12075000,3,9903.88.03
12076000,3,9903.88.03
12077000,3,9903.88.03
12079100,3,9903.88.03
12079903,3,9903.88.03
12081000,3,9903.88.03
12089000,3,9903.88.03
12091000,3,9903.88.03
12092100,3,9903.88.03
12092220,4A,9903.88.15
12092240,4A,9903.88.15
12092300,4A,9903.88.15
12092400,4A,9903.88.15
12092500,3,9903.88.03
12092910,3,9903.88.03
12092991,3,9903.88.03
12093000,3,9903.88.03
12099110,3,9903.88.03
12099120,3,9903.88.03
12099140,3,9903.88.03
12099150,3,9903.88.03
12099160,3,9903.88.03
12099180,3,9903.88.03
12099920,3,9903.88.03
12099941,3,9903.88.03
12101000,3,9903.88.03
12102000,4A,9903.88.15
12112010,3,9903.88.03
12112015,3,9903.88.03
12113000,3,9903.88.03
12114000,3,9903.88.03
12115000,3,9903.88.03
12116000,3,9903.88.03
12119020,3,9903.88.03
12119040,3,9903.88.03
12119060,4A,9903.88.15
12119089,3,9903.88.03
12119093,3,9903.88.03
12122100,3,9903.88.03
12122900,3,9903.88.03
12129200,3,9903.88.03
12129300,4A,9903.88.15
12129400,4A,9903.88.15
12129920,3,9903.88.03
12129930,3,9903.88.03
12129992,3,9903.88.03
12130000,3,9903.88.03
12141000,3,9903.88.03
12149000,3,9903.88.03
13012000,4A,9903.88.15
13019040,4A,9903.88.15
13019091,4A,9903.88.15
13021100,4A,9903.88.15
13021200,4A,9903.88.15
13021300,4A,9903.88.15
13021401,4A,9903.88.15
13021921,4A,9903.88.15
13021941,4A,9903.88.15
13021991,4A,9903.88.15
13022000,4A,9903.88.15
13023100,4A,9903.88.15
13023200,4A,9903.88.15
13023900,4A,9903.88.15
14011000,3,9903.88.03
14012020,4A,9903.88.15
14019020,3,9903.88.03
14019040,3,9903.88.03
14042000,3,9903.88.03
14049010,3,9903.88.03
14049020,4A,9903.88.15
14049030,3,9903.88.03
14049040,3,9903.88.03
14049090,3,9903.88.03
15011000,4A,9903.88.15
15012000,4A,9903.88.15
15019000,4A,9903.88.15
15021000,4A,9903.88.15
15029000,4A,9903.88.15
15030000,4A,9903.88.15
15041020,3,9903.88.03
15041040,3,9903.88.03
15042020,3,9903.88.03
15042040,3,9903.88.03
15042060,3,9903.88.03
15043000,4A,9903.88.15
15050010,3,9903.88.03
15050090,3,9903.88.03
15060000,3,9903.88.03
15071000,4A,9903.88.15
15079020,4A,9903.88.15
15079040,4A,9903.88.15
15081000,4A,9903.88.15
15089000,4A,9903.88.15
15092020,4A,9903.88.15
15092090,4A,9903.88.15
15093020,4A,9903.88.15
15093090,4A,9903.88.15
15094020,4A,9903.88.15
15094090,4A,9903.88.15
15099020,4A,9903.88.15
15099040,4A,9903.88.15
15101010,4A,9903.88.15
15101090,4A,9903.88.15
15109010,4A,9903.88.15
15109020,4A,9903.88.15
15109090,4A,9903.88.15
15111000,4A,9903.88.15
15119000,4A,9903.88.15
15121100,4A,9903.88.15
15121900,4A,9903.88.15
15122100,4A,9903.88.15
15122900,4A,9903.88.15
15131100,4A,9903.88.15
15131900,4A,9903.88.15
15132100,4A,9903.88.15
15132900,4A,9903.88.15
15141100,4A,9903.88.15
15141900,4A,9903.88.15
15149190,4A,9903.88.15
15149910,4A,9903.88.15
15149950,4A,9903.88.15
15149990,4A,9903.88.15
15151100,4A,9903.88.15
15151900,4A,9903.88.15
15152100,4A,9903.88.15
15152900,4A,9903.88.15
15153000,4A,9903.88.15
15155000,4A,9903.88.15
15156005,4A,9903.88.15
15159021,4A,9903.88.15
15159060,4A,9903.88.15
15159081,4A,9903.88.15
15161000,4A,9903.88.15
15162010,4A,9903.88.15
15162091,4A,9903.88.15
15163000,4A,9903.88.15
15171000,4A,9903.88.15
15179010,4A,9903.88.15
15179020,4A,9903.88.15
15179045,4A,9903.88.15
15179050,4A,9903.88.15
15179060,4A,9903.88.15
15179090,4A,9903.88.15
15180020,4A,9903.88.15
15180040,4A,9903.88.15
15200000,4A,9903.88.15
15211000,4A,9903.88.15
15219020,4A,9903.88.15
15219040,4A,9903.88.15
15220000,4A,9903.88.15
16010020,4A,9903.88.15
16010040,4A,9903.88.15
16010060,4A,9903.88.15
16021010,4A,9903.88.15
16021050,4A,9903.88.15
16022020,4A,9903.88.15
16022040,4A,9903.88.15
16023100,4A,9903.88.15
16023200,3,9903.88.03
16023900,4A,9903.88.15
16024110,4A,9903.88.15
16024120,4A,9903.88.15
16024190,4A,9903.88.15
16024220,4A,9903.88.15
16024240,4A,9903.88.15
16024910,4A,9903.88.15
16024920,4A,9903.88.15
16024940,4A,9903.88.15
16024960,4A,9903.88.15
16024990,4A,9903.88.15
16025005,4A,9903.88.15
16025007,4A,9903.88.15
16025008,4A,9903.88.15
16025021,4A,9903.88.15
16025060,4A,9903.88.15
16025090,4A,9903.88.15
16029091,4A,9903.88.15
16030010,3,9903.88.03
16030090,3,9903.88.03
16041120,3,9903.88.03
16041140,3,9903.88.03
16041220,3,9903.88.03
16041240,3,9903.88.03
16041260,3,9903.88.03
16041310,3,9903.88.03
16041320,3,9903.88.03
16041330,3,9903.88.03
16041340,3,9903.88.03
16041390,3,9903.88.03
16041410,3,9903.88.03
16041422,3,9903.88.03
16041430,3,9903.88.03
16041440,3,9903.88.03
16041450,3,9903.88.03
16041470,3,9903.88.03
16041480,3,9903.88.03
16041500,3,9903.88.03
16041620,3,9903.88.03
16041640,3,9903.88.03
16041660,3,9903.88.03
16041710,3,9903.88.03
16041740,3,9903.88.03
16041750,3,9903.88.03
16041760,3,9903.88.03
16041780,3,9903.88.03
16041810,3,9903.88.03
16041890,3,9903.88.03
16041910,3,9903.88.03
16041922,3,9903.88.03
16041925,3,9903.88.03
16041932,3,9903.88.03
16041941,3,9903.88.03
16041951,3,9903.88.03
16041961,3,9903.88.03
16041982,3,9903.88.03
16042005,3,9903.88.03
16042010,3,9903.88.03
16042015,3,9903.88.03
16042020,3,9903.88.03
16042025,3,9903.88.03
16042030,3,9903.88.03
16042040,3,9903.88.03
16042050,3,9903.88.03
16042060,3,9903.88.03
16043100,3,9903.88.03
16043230,3,9903.88.03
16043240,3,9903.88.03
16051005,3,9903.88.03
16051020,3,9903.88.03
16051040,3,9903.88.03
16051060,3,9903.88.03
16052105,3,9903.88.03
16052110,3,9903.88.03
16052905,3,9903.88.03
16052910,3,9903.88.03
16053005,3,9903.88.03
16053010,3,9903.88.03
16054005,3,9903.88.03
16054010,3,9903.88.03
16055105,3,9903.88.03
16055140,3,9903.88.03
16055150,3,9903.88.03
16055205,3,9903.88.03
16055260,3,9903.88.03
16055305,3,9903.88.03
16055360,3,9903.88.03
16055405,3,9903.88.03
16055460,3,9903.88.03
16055505,3,9903.88.03
16055560,3,9903.88.03
16055605,3,9903.88.03
16055610,3,9903.88.03
16055615,3,9903.88.03
16055620,3,9903.88.03
16055630,3,9903.88.03
16055660,3,9903.88.03
16055705,3,9903.88.03
16055760,3,9903.88.03
16055805,3,9903.88.03
16055855,3,9903.88.03
16055905,3,9903.88.03
16055960,3,9903.88.03
16056100,3,9903.88.03
16056200,3,9903.88.03
16056300,3,9903.88.03
16056900,3,9903.88.03
17011205,4A,9903.88.15
17011210,4A,9903.88.15
17011250,4A,9903.88.15
17011305,4A,9903.88.15
17011310,4A,9903.88.15
17011320,4A,9903.88.15
17011350,4A,9903.88.15
17011405,4A,9903.88.15
17011410,4A,9903.88.15
17011420,4A,9903.88.15
17011450,4A,9903.88.15
17019105,4A,9903.88.15
17019110,4A,9903.88.15
17019130,4A,9903.88.15
17019142,4A,9903.88.15
17019144,4A,9903.88.15
17019148,4A,9903.88.15
17019152,4A,9903.88.15
17019154,4A,9903.88.15
17019158,4A,9903.88.15
17019180,4A,9903.88.15
17019905,4A,9903.88.15
17019910,3,9903.88.03
17019950,3,9903.88.03
17021100,4A,9903.88.15
17021900,4A,9903.88.15
17022022,4A,9903.88.15
17022024,4A,9903.88.15
17022028,4A,9903.88.15
17022040,4A,9903.88.15
17023022,4A,9903.88.15
17023024,4A,9903.88.15
17023028,4A,9903.88.15
17023040,4A,9903.88.15
17024022,4A,9903.88.15
17024024,4A,9903.88.15
17024028,4A,9903.88.15
17024040,4A,9903.88.15
17025000,4A,9903.88.15
17026022,4A,9903.88.15
17026024,4A,9903.88.15
17026028,4A,9903.88.15
17026040,4A,9903.88.15
17029005,4A,9903.88.15
17029010,4A,9903.88.15
17029020,4A,9903.88.15
17029035,4A,9903.88.15
17029040,4A,9903.88.15
17029052,4A,9903.88.15
17029054,4A,9903.88.15
17029058,4A,9903.88.15
17029064,4A,9903.88.15
17029068,4A,9903.88.15
17029090,3,9903.88.03
17031030,4A,9903.88.15
17031050,4A,9903.88.15
17039030,4A,9903.88.15
17039050,4A,9903.88.15
17041000,4A,9903.88.15
17049010,4A,9903.88.15
17049025,4A,9903.88.15
17049035,3,9903.88.03
17049052,4A,9903.88.15
17049054,4A,9903.88.15
17049058,4A,9903.88.15
17049064,4A,9903.88.15
17049068,4A,9903.88.15
17049074,4A,9903.88.15
17049078,4A,9903.88.15
17049090,3,9903.88.03
18010000,4A,9903.88.15
18020000,4A,9903.88.15
18031000,4A,9903.88.15
18032000,4A,9903.88.15
18040000,4A,9903.88.15
18050000,4A,9903.88.15
18061005,4A,9903.88.15
18061010,4A,9903.88.15
18061015,4A,9903.88.15
18061022,4A,9903.88.15
18061024,4A,9903.88.15
18061028,4A,9903.88.15
18061034,4A,9903.88.15
18061038,4A,9903.88.15
18061043,4A,9903.88.15
18061045,4A,9903.88.15
18061055,4A,9903.88.15
18061065,4A,9903.88.15
18061075,4A,9903.88.15
18062020,4A,9903.88.15
18062022,4A,9903.88.15
18062024,4A,9903.88.15
18062026,4A,9903.88.15
18062028,4A,9903.88.15
18062034,4A,9903.88.15
18062036,4A,9903.88.15
18062038,4A,9903.88.15
18062050,4A,9903.88.15
18062060,4A,9903.88.15
18062067,4A,9903.88.15
18062071,4A,9903.88.15
18062073,4A,9903.88.15
18062075,4A,9903.88.15
18062077,4A,9903.88.15
18062078,4A,9903.88.15
18062079,4A,9903.88.15
18062081,4A,9903.88.15
18062082,4A,9903.88.15
18062083,4A,9903.88.15
18062085,4A,9903.88.15
18062087,4A,9903.88.15
18062089,4A,9903.88.15
18062091,4A,9903.88.15
18062094,4A,9903.88.15
18062095,4A,9903.88.15
18062098,4A,9903.88.15
18062099,4A,9903.88.15
18063100,4A,9903.88.15
18063201,4A,9903.88.15
18063204,4A,9903.88.15
18063206,4A,9903.88.15
18063208,4A,9903.88.15
18063214,4A,9903.88.15
18063216,4A,9903.88.15
18063218,4A,9903.88.15
18063230,4A,9903.88.15
18063255,4A,9903.88.15
18063260,4A,9903.88.15
18063270,4A,9903.88.15
18063280,4A,9903.88.15
18063290,4A,9903.88.15
18069001,4A,9903.88.15
18069005,4A,9903.88.15
18069008,4A,9903.88.15
18069010,4A,9903.88.15
18069015,4A,9903.88.15
18069018,4A,9903.88.15
18069020,4A,9903.88.15
18069025,4A,9903.88.15
18069028,4A,9903.88.15
18069030,4A,9903.88.15
18069035,4A,9903.88.15
18069039,4A,9903.88.15
18069045,4A,9903.88.15
18069049,4A,9903.88.15
18069055,4A,9903.88.15
18069059,4A,9903.88.15
18069090,4A,9903.88.15
19011005,4A,9903.88.15
19011011,4A,9903.88.15
19011016,4A,9903.88.15
19011021,4A,9903.88.15
19011026,4A,9903.88.15
19011029,4A,9903.88.15
19011031,4A,9903.88.15
19011033,4A,9903.88.15
19011036,4A,9903.88.15
19011041,4A,9903.88.15
19011044,4A,9903.88.15
19011049,4A,9903.88.15
19011052,4A,9903.88.15
19011054,4A,9903.88.15
19011056,4A,9903.88.15
19011062,4A,9903.88.15
19011064,4A,9903.88.15
19011066,4A,9903.88.15
19011072,4A,9903.88.15
19011074,4A,9903.88.15
19011076,4A,9903.88.15
19011091,4A,9903.88.15
19012002,4A,9903.88.15
19012005,4A,9903.88.15
19012015,4A,9903.88.15
19012020,4A,9903.88.15
19012025,4A,9903.88.15
19012030,4A,9903.88.15
19012035,4A,9903.88.15
19012040,4A,9903.88.15
19012042,4A,9903.88.15
19012045,4A,9903.88.15
19012050,4A,9903.88.15
19012055,4A,9903.88.15
19012060,4A,9903.88.15
19012065,4A,9903.88.15
19012070,4A,9903.88.15
19012080,4A,9903.88.15
19019010,4A,9903.88.15
19019020,4A,9903.88.15
19019025,4A,9903.88.15
19019028,4A,9903.88.15
19019032,4A,9903.88.15
19019033,4A,9903.88.15
19019034,4A,9903.88.15
19019036,4A,9903.88.15
19019060,4A,9903.88.15
19019061,4A,9903.88.15
19019062,4A,9903.88.15
19019063,4A,9903.88.15
19019064,4A,9903.88.15
19019065,4A,9903.88.15
19019066,4A,9903.88.15
19019067,4A,9903.88.15
19019068,4A,9903.88.15
19019069,4A,9903.88.15
19019071,4A,9903.88.15
19019072,4A,9903.88.15
19019091,3,9903.88.03
19021120,4A,9903.88.15
19021140,4A,9903.88.15
19021920,3,9903.88.03
19021940,3,9903.88.03
19022000,3,9903.88.03
19023000,3,9903.88.03
19024000,4A,9903.88.15
19030020,4A,9903.88.15
19030040,4A,9903.88.15
19041000,4A,9903.88.15
19042010,4A,9903.88.15
19042090,4A,9903.88.15
19043000,4A,9903.88.15
19049001,4A,9903.88.15
19051000,4A,9903.88.15
19052000,4A,9903.88.15
19053100,4A,9903.88.15
19053200,4A,9903.88.15
19054000,4A,9903.88.15
19059010,3,9903.88.03
19059090,4A,9903.88.15
20011000,3,9903.88.03
20019010,4A,9903.88.15
20019020,3,9903.88.03
20019025,3,9903.88.03
20019030,3,9903.88.03
20019033,4A,9903.88.15
20019034,3,9903.88.03
20019035,3,9903.88.03
20019038,3,9903.88.03
20019042,3,9903.88.03
20019045,4A,9903.88.15
20019048,3,9903.88.03
20019050,3,9903.88.03
20019060,3,9903.88.03
20021000,3,9903.88.03
20029040,3,9903.88.03
20029080,3,9903.88.03
20031001,3,9903.88.03
20039010,3,9903.88.03
20039080,3,9903.88.03
20041040,4A,9903.88.15
20041080,3,9903.88.03
20049010,4A,9903.88.15
20049080,3,9903.88.03
20049085,3,9903.88.03
20051000,4A,9903.88.15
20052000,3,9903.88.03
20054000,3,9903.88.03
20055120,3,9903.88.03
20055140,3,9903.88.03
20055900,3,9903.88.03
20056000,3,9903.88.03
20057002,4A,9903.88.15
20057004,4A,9903.88.15
20057006,4A,9903.88.15
20057008,4A,9903.88.15
20057012,4A,9903.88.15
20057016,4A,9903.88.15
20057018,4A,9903.88.15
20057023,4A,9903.88.15
20057025,3,9903.88.03
20057050,4A,9903.88.15
20057060,3,9903.88.03
20057070,3,9903.88.03
20057075,3,9903.88.03
20057091,4A,9903.88.15
20057093,4A,9903.88.15
20057097,3,9903.88.03
20058000,3,9903.88.03
20059160,3,9903.88.03
20059197,3,9903.88.03
20059910,3,9903.88.03
20059920,3,9903.88.03
20059930,3,9903.88.03
20059941,3,9903.88.03
20059950,3,9903.88.03
20059955,3,9903.88.03
20059980,3,9903.88.03
20059985,3,9903.88.03
20059997,3,9903.88.03
20060020,3,9903.88.03
20060030,3,9903.88.03
20060040,3,9903.88.03
20060050,3,9903.88.03
20060060,3,9903.88.03
20060070,3,9903.88.03
20060090,3,9903.88.03
20071000,3,9903.88.03
20079110,3,9903.88.03
20079140,3,9903.88.03
20079190,4A,9903.88.15
20079905,3,9903.88.03
20079910,3,9903.88.03
20079915,3,9903.88.03
20079920,3,9903.88.03
20079925,3,9903.88.03
20079930,4A,9903.88.15
20079935,3,9903.88.03
20079940,3,9903.88.03
20079945,3,9903.88.03
20079948,3,9903.88.03
20079950,3,9903.88.03
20079955,4A,9903.88.15
20079960,3,9903.88.03
20079965,3,9903.88.03
20079970,3,9903.88.03
20079975,3,9903.88.03
20081102,3,9903.88.03
20081105,3,9903.88.03
20081115,3,9903.88.03
20081143,3,9903.88.03
20081146,3,9903.88.03
20081161,4A,9903.88.15
20081910,3,9903.88.03
20081915,3,9903.88.03
20081920,3,9903.88.03
20081925,3,9903.88.03
20081930,3,9903.88.03
20081940,3,9903.88.03
20081950,3,9903.88.03
20081985,3,9903.88.03
20081990,3,9903.88.03
20082000,3,9903.88.03
20083010,3,9903.88.03
20083020,3,9903.88.03
20083030,3,9903.88.03
20083035,4A,9903.88.15
20083037,4A,9903.88.15
20083040,3,9903.88.03
20083042,3,9903.88.03
20083046,3,9903.88.03
20083048,3,9903.88.03
20083055,3,9903.88.03
20083060,4A,9903.88.15
20083066,4A,9903.88.15
20083070,3,9903.88.03
20083080,3,9903.88.03
20083085,4A,9903.88.15
20083096,3,9903.88.03
20084000,3,9903.88.03
20085020,3,9903.88.03
20085040,3,9903.88.03
20086000,3,9903.88.03
20087010,3,9903.88.03
20087020,3,9903.88.03
20088000,3,9903.88.03
20089100,4A,9903.88.15
20089300,3,9903.88.03
20089710,3,9903.88.03
20089790,3,9903.88.03
20089905,3,9903.88.03
20089910,4A,9903.88.15
20089913,4A,9903.88.15
20089915,3,9903.88.03
20089918,3,9903.88.03
20089921,3,9903.88.03
20089923,3,9903.88.03
20089925,3,9903.88.03
20089928,3,9903.88.03
20089929,3,9903.88.03
20089930,3,9903.88.03
20089935,3,9903.88.03
20089940,3,9903.88.03
20089945,4A,9903.88.15
20089950,3,9903.88.03
20089960,3,9903.88.03
20089961,3,9903.88.03
20089963,3,9903.88.03
20089965,4A,9903.88.15
20089970,3,9903.88.03
20089971,3,9903.88.03
20089980,3,9903.88.03
20089991,3,9903.88.03
20091100,3,9903.88.03
20091225,4A,9903.88.15
20091245,4A,9903.88.15
20091900,4A,9903.88.15
20092120,4A,9903.88.15
20092140,4A,9903.88.15
20092900,3,9903.88.03
20093110,4A,9903.88.15
20093120,3,9903.88.03
20093140,3,9903.88.03
20093160,3,9903.88.03
20093910,4A,9903.88.15
20093920,4A,9903.88.15
20093960,3,9903.88.03
20094120,4A,9903.88.15
20094140,3,9903.88.03
20094920,4A,9903.88.15
20094940,3,9903.88.03
20095000,3,9903.88.03
20096100,4A,9903.88.15
20096900,3,9903.88.03
20097100,3,9903.88.03
20097900,3,9903.88.03
20098100,4A,9903.88.15
20098920,3,9903.88.03
20098940,4A,9903.88.15
20098965,3,9903.88.03
20098970,3,9903.88.03
20098980,3,9903.88.03
20099020,4A,9903.88.15
20099040,3,9903.88.03
21011121,4A,9903.88.15
21011129,4A,9903.88.15
21011232,4A,9903.88.15
21011234,4A,9903.88.15
21011238,4A,9903.88.15
21011244,4A,9903.88.15
21011248,4A,9903.88.15
21011254,4A,9903.88.15
21011258,4A,9903.88.15
21011290,4A,9903.88.15
21012020,4A,9903.88.15
21012032,4A,9903.88.15
21012034,4A,9903.88.15
21012038,4A,9903.88.15
21012044,4A,9903.88.15
21012048,4A,9903.88.15
21012054,4A,9903.88.15
21012058,4A,9903.88.15
21012090,4A,9903.88.15
21013000,4A,9903.88.15
21021000,4A,9903.88.15
21022020,4A,9903.88.15
21022040,4A,9903.88.15
21022060,4A,9903.88.15
21023000,4A,9903.88.15
21031000,3,9903.88.03
21032020,4A,9903.88.15
21032040,4A,9903.88.15
21033020,4A,9903.88.15
21033040,4A,9903.88.15
21039020,4A,9903.88.15
21039040,4A,9903.88.15
21039072,4A,9903.88.15
21039074,4A,9903.88.15
21039078,4A,9903.88.15
21039080,3,9903.88.03
21039090,4A,9903.88.15
21041000,4A,9903.88.15
21042010,4A,9903.88.15
21042050,4A,9903.88.15
21050005,4A,9903.88.15
21050010,4A,9903.88.15
21050020,4A,9903.88.15
21050025,4A,9903.88.15
21050030,4A,9903.88.15
21050040,4A,9903.88.15
21050050,4A,9903.88.15
21061000,3,9903.88.03
21069003,4A,9903.88.15
21069006,4A,9903.88.15
21069009,4A,9903.88.15
21069012,4A,9903.88.15
21069015,4A,9903.88.15
21069018,4A,9903.88.15
21069022,4A,9903.88.15
21069024,4A,9903.88.15
21069026,4A,9903.88.15
21069028,4A,9903.88.15
21069032,4A,9903.88.15
21069034,4A,9903.88.15
21069036,4A,9903.88.15
21069038,4A,9903.88.15
21069042,4A,9903.88.15
21069044,4A,9903.88.15
21069046,4A,9903.88.15
21069048,4A,9903.88.15
21069052,4A,9903.88.15
21069054,4A,9903.88.15
21069058,4A,9903.88.15
21069062,4A,9903.88.15
21069064,4A,9903.88.15
21069066,4A,9903.88.15
21069068,4A,9903.88.15
21069072,4A,9903.88.15
21069074,4A,9903.88.15
21069076,4A,9903.88.15
21069078,4A,9903.88.15
21069080,4A,9903.88.15
21069082,4A,9903.88.15
21069083,4A,9903.88.15
21069085,4A,9903.88.15
21069087,4A,9903.88.15
21069089,4A,9903.88.15
21069091,4A,9903.88.15
21069092,4A,9903.88.15
21069094,4A,9903.88.15
21069095,4A,9903.88.15
21069097,4A,9903.88.15
21069099,4A,9903.88.15
22011000,3,9903.88.03
22019000,3,9903.88.03
22021000,3,9903.88.03
22029100,4A,9903.88.15
22029910,4A,9903.88.15
22029922,4A,9903.88.15
22029924,4A,9903.88.15
22029928,4A,9903.88.15
22029930,3,9903.88.03
22029935,3,9903.88.03
22029936,3,9903.88.03
22029937,3,9903.88.03
22029991,3,9903.88.03
22030000,3,9903.88.03
22041000,3,9903.88.03
22042120,3,9903.88.03
22042130,3,9903.88.03
22042150,3,9903.88.03
22042160,3,9903.88.03
22042180,3,9903.88.03
22042220,4A,9903.88.15
22042240,4A,9903.88.15
22042260,4A,9903.88.15
22042280,4A,9903.88.15
22042961,4A,9903.88.15
22042981,4A,9903.88.15
22043000,4A,9903.88.15
22051030,4A,9903.88.15
22051060,4A,9903.88.15
22059020,4A,9903.88.15
22059040,4A,9903.88.15
22059060,4A,9903.88.15
22060015,4A,9903.88.15
