hts8,list,ch99_code
51022000,3,9903.88.03
51031000,3,9903.88.03
51032000,3,9903.88.03
51033000,3,9903.88.03
51040000,3,9903.88.03
51051000,3,9903.88.03
51052100,3,9903.88.03
51052900,3,9903.88.03
51053100,3,9903.88.03
51053900,3,9903.88.03
51054000,3,9903.88.03
51061000,3,9903.88.03
51062000,3,9903.88.03
51071030,3,9903.88.03
51071060,3,9903.88.03
51072030,3,9903.88.03
51072060,3,9903.88.03
51081030,3,9903.88.03
51081040,3,9903.88.03
51081080,3,9903.88.03
51082030,3,9903.88.03
51082040,3,9903.88.03
51082080,3,9903.88.03
51091020,3,9903.88.03
51091040,3,9903.88.03
51091080,3,9903.88.03
51091090,3,9903.88.03
51099020,3,9903.88.03
51099040,3,9903.88.03
51099080,3,9903.88.03
51099090,3,9903.88.03
51100000,3,9903.88.03
51111120,3,9903.88.03
51111130,3,9903.88.03
51111170,3,9903.88.03
51111910,3,9903.88.03
51111920,3,9903.88.03
51111960,3,9903.88.03
51112005,3,9903.88.03
51112010,3,9903.88.03
51112090,3,9903.88.03
51113005,3,9903.88.03
51113010,3,9903.88.03
51113090,3,9903.88.03
51119030,3,9903.88.03
51119040,3,9903.88.03
51119050,3,9903.88.03
51119090,3,9903.88.03
51121110,3,9903.88.03
51121130,3,9903.88.03
51121160,3,9903.88.03
51121920,3,9903.88.03
51121960,3,9903.88.03
51121995,3,9903.88.03
51122010,3,9903.88.03
51122020,3,9903.88.03
51122030,3,9903.88.03
51123010,3,9903.88.03
51123020,3,9903.88.03
51123030,3,9903.88.03
51129030,3,9903.88.03
51129040,3,9903.88.03
51129050,3,9903.88.03
51129090,3,9903.88.03
51130000,3,9903.88.03
52010005,3,9903.88.03
52010012,3,9903.88.03
52010014,3,9903.88.03
52010018,3,9903.88.03
52010022,3,9903.88.03
52010024,3,9903.88.03
52010028,3,9903.88.03
52010034,3,9903.88.03
52010038,3,9903.88.03
52010055,3,9903.88.03
52010060,3,9903.88.03
52010080,3,9903.88.03
52021000,3,9903.88.03
52029100,3,9903.88.03
52029905,3,9903.88.03
52029910,3,9903.88.03
52029930,3,9903.88.03
52029950,3,9903.88.03
52030005,3,9903.88.03
52030010,3,9903.88.03
52030030,3,9903.88.03
52030050,3,9903.88.03
52041100,3,9903.88.03
52041900,3,9903.88.03
52042000,3,9903.88.03
52051110,3,9903.88.03
52051120,3,9903.88.03
52051210,3,9903.88.03
52051220,3,9903.88.03
52051310,3,9903.88.03
52051320,3,9903.88.03
52051410,3,9903.88.03
52051420,3,9903.88.03
52051510,3,9903.88.03
52051520,3,9903.88.03
52052100,3,9903.88.03
52052200,3,9903.88.03
52052300,3,9903.88.03
52052400,3,9903.88.03
52052600,3,9903.88.03
52052700,3,9903.88.03
52052800,3,9903.88.03
52053100,3,9903.88.03
52053200,3,9903.88.03
52053300,3,9903.88.03
52053400,3,9903.88.03
52053500,3,9903.88.03
52054100,3,9903.88.03
52054200,3,9903.88.03
52054300,3,9903.88.03
52054400,3,9903.88.03
52054600,3,9903.88.03
52054700,3,9903.88.03
52054800,3,9903.88.03
52061100,3,9903.88.03
52061200,3,9903.88.03
52061300,3,9903.88.03
52061400,3,9903.88.03
52061500,3,9903.88.03
52062100,3,9903.88.03
52062200,3,9903.88.03
52062300,3,9903.88.03
52062400,3,9903.88.03
52062500,3,9903.88.03
52063100,3,9903.88.03
52063200,3,9903.88.03
52063300,3,9903.88.03
52063400,3,9903.88.03
52063500,3,9903.88.03
52064100,3,9903.88.03
52064200,3,9903.88.03
52064300,3,9903.88.03
52064400,3,9903.88.03
52064500,3,9903.88.03
52071000,3,9903.88.03
52079000,3,9903.88.03
52081120,3,9903.88.03
52081140,3,9903.88.03
52081160,3,9903.88.03
52081180,3,9903.88.03
52081240,3,9903.88.03
52081260,3,9903.88.03
52081280,3,9903.88.03
52081300,3,9903.88.03
52081920,3,9903.88.03
52081940,3,9903.88.03
52081960,3,9903.88.03
52081980,3,9903.88.03
52082120,3,9903.88.03
52082140,3,9903.88.03
52082160,3,9903.88.03
52082240,3,9903.88.03
52082260,3,9903.88.03
52082280,3,9903.88.03
52082300,3,9903.88.03
52082920,3,9903.88.03
52082940,3,9903.88.03
52082960,3,9903.88.03
52082980,3,9903.88.03
52083120,3,9903.88.03
52083140,3,9903.88.03
52083160,3,9903.88.03
52083180,3,9903.88.03
52083210,3,9903.88.03
52083230,3,9903.88.03
52083240,3,9903.88.03
52083250,3,9903.88.03
52083300,3,9903.88.03
52083920,3,9903.88.03
52083940,3,9903.88.03
52083960,3,9903.88.03
52083980,3,9903.88.03
52084120,3,9903.88.03
52084140,3,9903.88.03
52084160,3,9903.88.03
52084180,3,9903.88.03
52084210,3,9903.88.03
52084230,3,9903.88.03
52084240,3,9903.88.03
52084250,3,9903.88.03
52084300,3,9903.88.03
52084920,3,9903.88.03
52084940,3,9903.88.03
52084960,3,9903.88.03
52084980,3,9903.88.03
52085120,3,9903.88.03
52085140,3,9903.88.03
52085160,3,9903.88.03
52085180,3,9903.88.03
52085210,3,9903.88.03
52085230,3,9903.88.03
52085240,3,9903.88.03
52085250,3,9903.88.03
52085910,3,9903.88.03
52085920,3,9903.88.03
52085940,3,9903.88.03
52085960,3,9903.88.03
52085980,3,9903.88.03
52091100,3,9903.88.03
52091200,3,9903.88.03
52091900,3,9903.88.03
52092100,3,9903.88.03
52092200,3,9903.88.03
52092900,3,9903.88.03
52093130,3,9903.88.03
52093160,3,9903.88.03
52093200,3,9903.88.03
52093900,3,9903.88.03
52094130,3,9903.88.03
52094160,3,9903.88.03
52094200,3,9903.88.03
52094300,3,9903.88.03
52094900,3,9903.88.03
52095130,3,9903.88.03
52095160,3,9903.88.03
52095200,3,9903.88.03
52095900,3,9903.88.03
52101140,4A,9903.88.15
52101160,4A,9903.88.15
52101180,3,9903.88.03
52101920,3,9903.88.03
52101940,3,9903.88.03
52101960,3,9903.88.03
52101980,3,9903.88.03
52102140,3,9903.88.03
52102160,3,9903.88.03
52102180,3,9903.88.03
52102910,3,9903.88.03
52102920,3,9903.88.03
52102940,3,9903.88.03
52102960,3,9903.88.03
52102980,3,9903.88.03
52103140,3,9903.88.03
52103160,3,9903.88.03
52103180,3,9903.88.03
52103200,3,9903.88.03
52103920,3,9903.88.03
52103940,3,9903.88.03
52103960,3,9903.88.03
52103980,3,9903.88.03
52104140,3,9903.88.03
52104160,3,9903.88.03
52104180,3,9903.88.03
52104910,3,9903.88.03
52104920,3,9903.88.03
52104940,3,9903.88.03
52104960,3,9903.88.03
52104980,3,9903.88.03
52105140,3,9903.88.03
52105160,3,9903.88.03
52105180,3,9903.88.03
52105910,3,9903.88.03
52105920,3,9903.88.03
52105940,3,9903.88.03
52105960,3,9903.88.03
52105980,3,9903.88.03
52111100,3,9903.88.03
52111200,3,9903.88.03
52111900,3,9903.88.03
52112021,3,9903.88.03
52112022,3,9903.88.03
52112029,3,9903.88.03
52113100,3,9903.88.03
52113200,3,9903.88.03
52113900,3,9903.88.03
52114100,3,9903.88.03
52114200,3,9903.88.03
52114300,3,9903.88.03
52114900,3,9903.88.03
52115100,3,9903.88.03
52115200,3,9903.88.03
52115900,3,9903.88.03
52121110,3,9903.88.03
52121160,3,9903.88.03
52121210,3,9903.88.03
52121260,3,9903.88.03
52121310,3,9903.88.03
52121360,3,9903.88.03
52121410,3,9903.88.03
52121460,3,9903.88.03
52121510,3,9903.88.03
52121560,3,9903.88.03
52122110,3,9903.88.03
52122160,3,9903.88.03
52122210,3,9903.88.03
52122260,3,9903.88.03
52122310,3,9903.88.03
52122360,3,9903.88.03
52122410,3,9903.88.03
52122460,3,9903.88.03
52122510,3,9903.88.03
52122560,3,9903.88.03
53011000,3,9903.88.03
53012100,3,9903.88.03
53012900,3,9903.88.03
53013000,3,9903.88.03
53021000,3,9903.88.03
53029000,3,9903.88.03
53031000,3,9903.88.03
53039000,3,9903.88.03
53050000,3,9903.88.03
53061000,3,9903.88.03
53062000,3,9903.88.03
53071000,3,9903.88.03
53072000,3,9903.88.03
53081000,3,9903.88.03
53082000,3,9903.88.03
53089010,3,9903.88.03
53089090,4A,9903.88.15
53091100,3,9903.88.03
53091900,3,9903.88.03
53092120,3,9903.88.03
53092130,3,9903.88.03
53092140,3,9903.88.03
53092920,3,9903.88.03
53092930,3,9903.88.03
53092940,3,9903.88.03
53101000,3,9903.88.03
53109000,3,9903.88.03
53110020,3,9903.88.03
53110030,3,9903.88.03
53110040,3,9903.88.03
53110060,3,9903.88.03
54011000,3,9903.88.03
54012000,3,9903.88.03
54021130,3,9903.88.03
54021160,3,9903.88.03
54021930,3,9903.88.03
54021960,3,9903.88.03
54022030,3,9903.88.03
54023130,3,9903.88.03
54023160,3,9903.88.03
54023230,3,9903.88.03
54023260,3,9903.88.03
54023330,3,9903.88.03
54023360,3,9903.88.03
54023430,3,9903.88.03
54023460,3,9903.88.03
54023931,3,9903.88.03
54023961,3,9903.88.03
54024400,3,9903.88.03
54024510,3,9903.88.03
54024590,3,9903.88.03
54024600,3,9903.88.03
54024710,3,9903.88.03
54024790,3,9903.88.03
54024800,3,9903.88.03
54024911,3,9903.88.03
54024991,3,9903.88.03
54025100,3,9903.88.03
54025210,3,9903.88.03
54025290,3,9903.88.03
54025300,3,9903.88.03
54025901,3,9903.88.03
54026100,3,9903.88.03
54026200,3,9903.88.03
54026300,3,9903.88.03
54026901,3,9903.88.03
54031030,3,9903.88.03
54031060,3,9903.88.03
54033100,3,9903.88.03
54033200,3,9903.88.03
54033300,3,9903.88.03
54033910,3,9903.88.03
54033990,3,9903.88.03
54034100,3,9903.88.03
54034200,3,9903.88.03
54034910,3,9903.88.03
54034990,3,9903.88.03
54041100,3,9903.88.03
54041210,3,9903.88.03
54041290,3,9903.88.03
54041910,3,9903.88.03
54041980,3,9903.88.03
54049000,3,9903.88.03
54050030,3,9903.88.03
54050060,3,9903.88.03
54060010,3,9903.88.03
54060020,3,9903.88.03
54071000,3,9903.88.03
54072000,3,9903.88.03
54073010,3,9903.88.03
54073090,3,9903.88.03
54074100,3,9903.88.03
54074200,3,9903.88.03
54074310,3,9903.88.03
54074320,3,9903.88.03
54074400,3,9903.88.03
54075100,3,9903.88.03
54075205,3,9903.88.03
54075220,3,9903.88.03
54075310,3,9903.88.03
54075320,3,9903.88.03
54075400,4A,9903.88.15
54076111,3,9903.88.03
54076119,3,9903.88.03
54076121,3,9903.88.03
54076129,3,9903.88.03
54076191,3,9903.88.03
54076199,3,9903.88.03
54076910,3,9903.88.03
54076920,3,9903.88.03
54076930,3,9903.88.03
54076940,3,9903.88.03
54076990,3,9903.88.03
54077100,3,9903.88.03
54077200,3,9903.88.03
54077310,3,9903.88.03
54077320,3,9903.88.03
54077400,3,9903.88.03
54078100,3,9903.88.03
54078200,3,9903.88.03
54078300,3,9903.88.03
54078400,3,9903.88.03
54079105,3,9903.88.03
54079110,3,9903.88.03
54079120,3,9903.88.03
54079205,3,9903.88.03
54079210,3,9903.88.03
54079220,3,9903.88.03
54079305,3,9903.88.03
54079310,3,9903.88.03
54079315,3,9903.88.03
54079320,3,9903.88.03
54079405,3,9903.88.03
54079410,3,9903.88.03
54079420,3,9903.88.03
54081000,3,9903.88.03
54082100,3,9903.88.03
54082210,3,9903.88.03
54082290,3,9903.88.03
54082311,3,9903.88.03
54082319,3,9903.88.03
54082321,3,9903.88.03
54082329,3,9903.88.03
54082410,3,9903.88.03
54082490,3,9903.88.03
54083105,3,9903.88.03
54083110,3,9903.88.03
54083120,3,9903.88.03
54083205,3,9903.88.03
54083210,3,9903.88.03
54083230,3,9903.88.03
54083290,3,9903.88.03
54083305,3,9903.88.03
54083310,3,9903.88.03
54083315,3,9903.88.03
54083330,3,9903.88.03
54083390,3,9903.88.03
54083405,3,9903.88.03
54083410,3,9903.88.03
54083430,3,9903.88.03
54083490,3,9903.88.03
55011100,3,9903.88.03
55011900,3,9903.88.03
55012000,3,9903.88.03
55013000,3,9903.88.03
55014000,3,9903.88.03
55019001,3,9903.88.03
55021000,3,9903.88.03
55029000,3,9903.88.03
55031100,3,9903.88.03
55031910,3,9903.88.03
55031990,3,9903.88.03
55032000,3,9903.88.03
55033000,3,9903.88.03
55034000,3,9903.88.03
55039010,3,9903.88.03
55039090,3,9903.88.03
55041000,4A,9903.88.15
55049000,3,9903.88.03
55051000,3,9903.88.03
55052000,3,9903.88.03
55061000,3,9903.88.03
55062000,3,9903.88.03
55063000,3,9903.88.03
55064000,3,9903.88.03
55069001,3,9903.88.03
55070000,3,9903.88.03
55081000,3,9903.88.03
55082000,3,9903.88.03
55091100,3,9903.88.03
55091200,3,9903.88.03
55092100,3,9903.88.03
55092200,3,9903.88.03
55093100,3,9903.88.03
55093200,3,9903.88.03
55094100,3,9903.88.03
55094200,3,9903.88.03
55095130,3,9903.88.03
55095160,3,9903.88.03
55095200,3,9903.88.03
55095300,3,9903.88.03
55095900,3,9903.88.03
55096100,3,9903.88.03
55096200,3,9903.88.03
55096920,3,9903.88.03
55096940,3,9903.88.03
55096960,3,9903.88.03
55099100,3,9903.88.03
55099200,3,9903.88.03
55099920,3,9903.88.03
55099940,3,9903.88.03
55099960,3,9903.88.03
55101100,3,9903.88.03
55101200,3,9903.88.03
55102000,3,9903.88.03
55103000,3,9903.88.03
55109020,3,9903.88.03
55109040,3,9903.88.03
55109060,3,9903.88.03
55111000,3,9903.88.03
55112000,3,9903.88.03
55113000,3,9903.88.03
55121100,3,9903.88.03
55121900,3,9903.88.03
55122100,3,9903.88.03
55122900,3,9903.88.03
55129100,3,9903.88.03
55129900,3,9903.88.03
55131100,3,9903.88.03
55131200,3,9903.88.03
55131300,3,9903.88.03
55131900,3,9903.88.03
55132301,3,9903.88.03
55132900,3,9903.88.03
55133100,3,9903.88.03
55133901,3,9903.88.03
55134100,3,9903.88.03
55134910,3,9903.88.03
55134920,3,9903.88.03
55134990,3,9903.88.03
55141100,3,9903.88.03
55141200,3,9903.88.03
55141910,3,9903.88.03
55141990,3,9903.88.03
55142100,3,9903.88.03
55142200,3,9903.88.03
55142300,3,9903.88.03
55142900,3,9903.88.03
55143031,3,9903.88.03
55143032,3,9903.88.03
55143033,3,9903.88.03
55143039,3,9903.88.03
55144100,3,9903.88.03
55144200,3,9903.88.03
55144300,3,9903.88.03
55144900,3,9903.88.03
55151100,3,9903.88.03
55151200,3,9903.88.03
55151305,3,9903.88.03
55151310,3,9903.88.03
55151900,3,9903.88.03
55152100,3,9903.88.03
55152205,3,9903.88.03
55152210,3,9903.88.03
55152900,3,9903.88.03
55159100,3,9903.88.03
55159905,3,9903.88.03
55159910,3,9903.88.03
55159990,3,9903.88.03
55161100,3,9903.88.03
55161200,3,9903.88.03
55161300,3,9903.88.03
55161400,3,9903.88.03
55162100,3,9903.88.03
55162200,3,9903.88.03
55162300,3,9903.88.03
55162400,3,9903.88.03
55163105,3,9903.88.03
55163110,3,9903.88.03
55163205,3,9903.88.03
55163210,3,9903.88.03
55163305,3,9903.88.03
55163310,3,9903.88.03
55163405,3,9903.88.03
55163410,3,9903.88.03
55164100,3,9903.88.03
55164200,3,9903.88.03
55164300,3,9903.88.03
55164400,3,9903.88.03
55169100,3,9903.88.03
55169200,3,9903.88.03
55169300,3,9903.88.03
55169400,3,9903.88.03
56012100,3,9903.88.03
56012200,3,9903.88.03
56012900,3,9903.88.03
56013000,3,9903.88.03
56021010,3,9903.88.03
56021090,3,9903.88.03
56022100,3,9903.88.03
56022900,3,9903.88.03
56029030,3,9903.88.03
56029060,3,9903.88.03
56029090,3,9903.88.03
56031100,3,9903.88.03
56031200,3,9903.88.03
56031300,3,9903.88.03
56031430,3,9903.88.03
56031490,3,9903.88.03
56039100,3,9903.88.03
56039200,3,9903.88.03
56039300,3,9903.88.03
56039410,3,9903.88.03
56039430,3,9903.88.03
56039490,3,9903.88.03
56041000,3,9903.88.03
56049020,3,9903.88.03
56049090,3,9903.88.03
56050010,3,9903.88.03
56050090,3,9903.88.03
56060000,3,9903.88.03
56072100,3,9903.88.03
56072900,3,9903.88.03
56074110,3,9903.88.03
56074130,3,9903.88.03
56074910,3,9903.88.03
56074915,3,9903.88.03
56074925,3,9903.88.03
56074930,3,9903.88.03
56075025,3,9903.88.03
56075035,3,9903.88.03
56075040,3,9903.88.03
56079010,3,9903.88.03
56079015,3,9903.88.03
56079025,3,9903.88.03
56079035,3,9903.88.03
56079090,3,9903.88.03
56081100,3,9903.88.03
56081910,3,9903.88.03
56081920,3,9903.88.03
56089010,3,9903.88.03
56089023,3,9903.88.03
56089027,3,9903.88.03
56089030,3,9903.88.03
56090010,3,9903.88.03
56090020,3,9903.88.03
56090030,3,9903.88.03
56090040,3,9903.88.03
57011013,3,9903.88.03
57011016,3,9903.88.03
57011040,3,9903.88.03
57011090,3,9903.88.03
57019010,3,9903.88.03
57019020,3,9903.88.03
57021010,3,9903.88.03
57021090,3,9903.88.03
57022010,3,9903.88.03
57022020,3,9903.88.03
57023110,3,9903.88.03
57023120,3,9903.88.03
57023210,3,9903.88.03
57023220,3,9903.88.03
57023910,3,9903.88.03
57023920,3,9903.88.03
57024110,3,9903.88.03
57024120,3,9903.88.03
57024210,3,9903.88.03
57024220,3,9903.88.03
57024910,3,9903.88.03
57024915,3,9903.88.03
57024920,3,9903.88.03
57025020,3,9903.88.03
57025040,3,9903.88.03
57025052,3,9903.88.03
57025056,3,9903.88.03
57025059,3,9903.88.03
57029120,3,9903.88.03
57029130,3,9903.88.03
57029140,3,9903.88.03
57029210,3,9903.88.03
57029290,3,9903.88.03
57029905,3,9903.88.03
57029915,3,9903.88.03
57029920,3,9903.88.03
57031020,3,9903.88.03
57031080,3,9903.88.03
57032100,3,9903.88.03
57032910,3,9903.88.03
57032920,3,9903.88.03
57033100,3,9903.88.03
57033910,3,9903.88.03
57033920,3,9903.88.03
57039000,3,9903.88.03
57041000,3,9903.88.03
57042000,3,9903.88.03
57049001,3,9903.88.03
57050010,3,9903.88.03
57050020,3,9903.88.03
58011000,3,9903.88.03
58012100,3,9903.88.03
58012210,3,9903.88.03
58012290,3,9903.88.03
58012300,3,9903.88.03
58012600,3,9903.88.03
58012710,3,9903.88.03
58012750,3,9903.88.03
58013300,4A,9903.88.15
58013600,4A,9903.88.15
58013710,3,9903.88.03
58013750,3,9903.88.03
58019010,3,9903.88.03
58019020,3,9903.88.03
58021010,3,9903.88.03
58021090,3,9903.88.03
58022000,3,9903.88.03
58023000,3,9903.88.03
58030010,3,9903.88.03
58030020,3,9903.88.03
58030030,3,9903.88.03
58030040,3,9903.88.03
58030050,3,9903.88.03
58030090,3,9903.88.03
58041010,3,9903.88.03
58041090,3,9903.88.03
58042100,3,9903.88.03
58042910,3,9903.88.03
58042990,3,9903.88.03
58043000,3,9903.88.03
58050010,3,9903.88.03
58050020,3,9903.88.03
58050025,3,9903.88.03
58050030,3,9903.88.03
58050040,3,9903.88.03
58061010,3,9903.88.03
58061024,3,9903.88.03
58061028,3,9903.88.03
58061030,3,9903.88.03
58062000,3,9903.88.03
58063100,3,9903.88.03
58063210,3,9903.88.03
58063220,3,9903.88.03
58063910,3,9903.88.03
58063920,3,9903.88.03
58063930,3,9903.88.03
58064000,3,9903.88.03
58071005,3,9903.88.03
58071015,3,9903.88.03
58071020,3,9903.88.03
58079005,3,9903.88.03
58079015,3,9903.88.03
58079020,3,9903.88.03
58081010,3,9903.88.03
58081040,3,9903.88.03
58081050,3,9903.88.03
58081070,3,9903.88.03
58081090,3,9903.88.03
58089000,3,9903.88.03
58090000,3,9903.88.03
58101000,3,9903.88.03
58109100,3,9903.88.03
58109210,3,9903.88.03
58109290,3,9903.88.03
58109910,3,9903.88.03
58109990,3,9903.88.03
58110010,3,9903.88.03
58110020,3,9903.88.03
58110030,3,9903.88.03
58110040,3,9903.88.03
59011010,3,9903.88.03
59011020,3,9903.88.03
59019020,3,9903.88.03
59019040,3,9903.88.03
59021000,3,9903.88.03
59022000,3,9903.88.03
59029000,3,9903.88.03
59031010,3,9903.88.03
59031015,4A,9903.88.15
59031018,3,9903.88.03
59031020,3,9903.88.03
59031025,3,9903.88.03
59031030,3,9903.88.03
59032010,3,9903.88.03
59032015,3,9903.88.03
59032018,3,9903.88.03
59032020,3,9903.88.03
59032025,3,9903.88.03
59032030,3,9903.88.03
59039010,3,9903.88.03
59039015,3,9903.88.03
59039018,3,9903.88.03
59039020,3,9903.88.03
59039025,3,9903.88.03
59039030,3,9903.88.03
59041000,3,9903.88.03
59049010,3,9903.88.03
59049090,3,9903.88.03
59050010,3,9903.88.03
59050090,3,9903.88.03
59061000,3,9903.88.03
59069110,3,9903.88.03
59069120,3,9903.88.03
59069125,3,9903.88.03
59069130,3,9903.88.03
59069910,3,9903.88.03
59069920,3,9903.88.03
59069925,3,9903.88.03
59069930,3,9903.88.03
59070005,3,9903.88.03
59070015,3,9903.88.03
59070025,3,9903.88.03
59070035,3,9903.88.03
59070060,3,9903.88.03
59070080,3,9903.88.03
59080000,3,9903.88.03
59090010,3,9903.88.03
59090020,3,9903.88.03
59100010,3,9903.88.03
59100090,3,9903.88.03
59111010,3,9903.88.03
59111020,3,9903.88.03
59112010,3,9903.88.03
59112020,3,9903.88.03
59112030,3,9903.88.03
59113100,3,9903.88.03
59113200,3,9903.88.03
59114001,3,9903.88.03
59119000,3,9903.88.03
60011020,3,9903.88.03
60011060,3,9903.88.03
60012100,3,9903.88.03
60012900,3,9903.88.03
60019100,3,9903.88.03
60019200,3,9903.88.03
60019910,3,9903.88.03
60019990,3,9903.88.03
60024040,3,9903.88.03
60024080,3,9903.88.03
60029040,3,9903.88.03
60029080,3,9903.88.03
60031010,3,9903.88.03
60031090,3,9903.88.03
60032010,3,9903.88.03
60032030,3,9903.88.03
60033010,3,9903.88.03
60033060,3,9903.88.03
60034010,3,9903.88.03
60034060,3,9903.88.03
60039010,3,9903.88.03
60039090,3,9903.88.03
60041000,3,9903.88.03
60049020,3,9903.88.03
60049090,3,9903.88.03
60052100,3,9903.88.03
60052200,3,9903.88.03
60052300,3,9903.88.03
60052400,3,9903.88.03
60053500,4A,9903.88.15
60053600,3,9903.88.03
60053700,3,9903.88.03
60053800,3,9903.88.03
60053900,3,9903.88.03
60054200,3,9903.88.03
60054300,3,9903.88.03
60054400,3,9903.88.03
60059010,3,9903.88.03
60059090,3,9903.88.03
60061000,3,9903.88.03
60062110,3,9903.88.03
60062190,3,9903.88.03
60062210,3,9903.88.03
60062290,3,9903.88.03
60062310,3,9903.88.03
60062390,3,9903.88.03
60062410,3,9903.88.03
60063100,3,9903.88.03
60063200,3,9903.88.03
60063300,3,9903.88.03
60063400,3,9903.88.03
60064200,3,9903.88.03
60064300,3,9903.88.03
60064400,3,9903.88.03
60069010,3,9903.88.03
60069090,3,9903.88.03
61012000,4A,9903.88.15
61013010,4A,9903.88.15
61013015,4A,9903.88.15
61013020,4A,9903.88.15
61019005,4A,9903.88.15
61019010,4A,9903.88.15
61019090,4A,9903.88.15
61021000,4A,9903.88.15
61022000,4A,9903.88.15
61023005,4A,9903.88.15
61023010,4A,9903.88.15
61023020,4A,9903.88.15
61029010,4A,9903.88.15
61029090,4A,9903.88.15
61031010,4A,9903.88.15
61031020,4A,9903.88.15
61031030,4A,9903.88.15
61031050,4A,9903.88.15
61031060,4A,9903.88.15
61031090,4A,9903.88.15
61032200,4A,9903.88.15
61032300,4A,9903.88.15
61032905,4A,9903.88.15
61032910,4A,9903.88.15
61032920,4A,9903.88.15
61033100,4A,9903.88.15
61033200,4A,9903.88.15
61033310,4A,9903.88.15
61033320,4A,9903.88.15
61033910,4A,9903.88.15
61033940,4A,9903.88.15
61033980,4A,9903.88.15
61034110,4A,9903.88.15
61034120,4A,9903.88.15
61034210,4A,9903.88.15
61034220,4A,9903.88.15
61034310,4A,9903.88.15
61034315,4A,9903.88.15
61034320,4A,9903.88.15
61034910,4A,9903.88.15
61034920,4A,9903.88.15
61034940,4A,9903.88.15
61034980,4A,9903.88.15
61041310,4A,9903.88.15
61041915,4A,9903.88.15
61041940,4A,9903.88.15
61041950,4A,9903.88.15
61041960,4A,9903.88.15
61041980,4A,9903.88.15
61042200,4A,9903.88.15
61042300,4A,9903.88.15
61042905,4A,9903.88.15
61042910,4A,9903.88.15
61043100,4A,9903.88.15
61043200,4A,9903.88.15
61043320,4A,9903.88.15
61043910,4A,9903.88.15
61043920,4A,9903.88.15
61044100,4A,9903.88.15
61044200,4A,9903.88.15
61044310,4A,9903.88.15
61044320,4A,9903.88.15
61044410,4A,9903.88.15
61044420,4A,9903.88.15
61044910,4A,9903.88.15
61044990,4A,9903.88.15
61045100,4A,9903.88.15
61045200,4A,9903.88.15
61045320,4A,9903.88.15
61045910,4A,9903.88.15
61045940,4A,9903.88.15
61045980,4A,9903.88.15
61046100,4A,9903.88.15
61046210,4A,9903.88.15
61046220,4A,9903.88.15
61046310,4A,9903.88.15
61046315,4A,9903.88.15
61046320,4A,9903.88.15
61046910,4A,9903.88.15
61046920,4A,9903.88.15
61046940,4A,9903.88.15
61046980,4A,9903.88.15
61051000,4A,9903.88.15
61052010,4A,9903.88.15
61052020,4A,9903.88.15
61059010,4A,9903.88.15
61059080,4A,9903.88.15
61061000,4A,9903.88.15
61062010,4A,9903.88.15
61062020,4A,9903.88.15
61069010,4A,9903.88.15
61069015,4A,9903.88.15
61069025,4A,9903.88.15
61069030,4A,9903.88.15
61071100,4A,9903.88.15
61071200,4A,9903.88.15
61071990,4A,9903.88.15
61072100,4A,9903.88.15
61072200,4A,9903.88.15
61072920,4A,9903.88.15
61072950,4A,9903.88.15
61072990,4A,9903.88.15
61079100,4A,9903.88.15
61079950,4A,9903.88.15
61081100,4A,9903.88.15
61081990,4A,9903.88.15
61082100,4A,9903.88.15
61082210,4A,9903.88.15
61082290,4A,9903.88.15
61082990,4A,9903.88.15
61083100,4A,9903.88.15
61083200,4A,9903.88.15
61089100,4A,9903.88.15
61089200,4A,9903.88.15
61089920,4A,9903.88.15
61089990,4A,9903.88.15
61091000,4A,9903.88.15
61099010,4A,9903.88.15
61099015,4A,9903.88.15
61099080,4A,9903.88.15
61101100,4A,9903.88.15
61101220,4A,9903.88.15
61101900,4A,9903.88.15
61102010,4A,9903.88.15
61102020,4A,9903.88.15
61103010,4A,9903.88.15
61103020,4A,9903.88.15
61103030,4A,9903.88.15
61109090,4A,9903.88.15
61112010,4A,9903.88.15
61112020,4A,9903.88.15
61112030,4A,9903.88.15
61112040,4A,9903.88.15
61112050,4A,9903.88.15
61112060,4A,9903.88.15
61113010,4A,9903.88.15
61113020,4A,9903.88.15
61113030,4A,9903.88.15
61113040,4A,9903.88.15
61113050,4A,9903.88.15
61119005,4A,9903.88.15
61119010,4A,9903.88.15
61119020,4A,9903.88.15
61119040,4A,9903.88.15
61119050,4A,9903.88.15
61119070,4A,9903.88.15
61119090,4A,9903.88.15
61121100,4A,9903.88.15
61121200,4A,9903.88.15
61121910,4A,9903.88.15
61121940,4A,9903.88.15
61121980,4A,9903.88.15
61122010,4A,9903.88.15
61122020,4A,9903.88.15
61123100,4A,9903.88.15
61123900,4A,9903.88.15
61124100,4A,9903.88.15
61124900,4A,9903.88.15
61130010,4A,9903.88.15
61130090,4A,9903.88.15
61142000,4A,9903.88.15
61143010,4A,9903.88.15
61143020,4A,9903.88.15
61143030,4A,9903.88.15
61149005,4A,9903.88.15
61149010,4A,9903.88.15
61151010,4A,9903.88.15
61151015,4A,9903.88.15
61151030,4A,9903.88.15
61151040,4A,9903.88.15
61151055,4A,9903.88.15
61151060,4A,9903.88.15
61152100,4A,9903.88.15
61152940,4A,9903.88.15
61153010,4A,9903.88.15
61153090,4A,9903.88.15
61159400,4A,9903.88.15
61159560,4A,9903.88.15
61159590,4A,9903.88.15
61159660,4A,9903.88.15
61159914,4A,9903.88.15
