hts8,category,country_group,ch99_code
91091050,civil_aircraft,korea,9903.02.81
91091060,civil_aircraft,eu,9903.02.76
91091060,civil_aircraft,korea,9903.02.81
91099020,civil_aircraft,eu,9903.02.76
91099020,civil_aircraft,korea,9903.02.81
94011040,civil_aircraft,eu,9903.02.76
94011040,civil_aircraft,korea,9903.02.81
94011080,civil_aircraft,eu,9903.02.76
94011080,civil_aircraft,korea,9903.02.81
94032000,civil_aircraft,eu,9903.02.76
94032000,civil_aircraft,korea,9903.02.81
94037040,civil_aircraft,eu,9903.02.76
94037040,civil_aircraft,korea,9903.02.81
94037080,civil_aircraft,eu,9903.02.76
94037080,civil_aircraft,korea,9903.02.81
94051140,civil_aircraft,eu,9903.02.76
94051140,civil_aircraft,korea,9903.02.81
94051160,civil_aircraft,eu,9903.02.76
94051160,civil_aircraft,korea,9903.02.81
94051180,civil_aircraft,eu,9903.02.76
94051180,civil_aircraft,korea,9903.02.81
94051940,civil_aircraft,eu,9903.02.76
94051940,civil_aircraft,korea,9903.02.81
94051960,civil_aircraft,eu,9903.02.76
94051960,civil_aircraft,korea,9903.02.81
94051980,civil_aircraft,eu,9903.02.76
94051980,civil_aircraft,korea,9903.02.81
94056120,civil_aircraft,eu,9903.02.76
94056120,civil_aircraft,korea,9903.02.81
94056140,civil_aircraft,eu,9903.02.76
94056140,civil_aircraft,korea,9903.02.81
94056160,civil_aircraft,eu,9903.02.76
94056160,civil_aircraft,korea,9903.02.81
94056920,civil_aircraft,eu,9903.02.76
94056920,civil_aircraft,korea,9903.02.81
94056940,civil_aircraft,eu,9903.02.76
94056940,civil_aircraft,korea,9903.02.81
94056960,civil_aircraft,eu,9903.02.76
94056960,civil_aircraft,korea,9903.02.81
94059200,civil_aircraft,eu,9903.02.76
94059200,civil_aircraft,korea,9903.02.81
94059920,civil_aircraft,eu,9903.02.76
94059920,civil_aircraft,korea,9903.02.81
94059940,civil_aircraft,eu,9903.02.76
94059940,civil_aircraft,korea,9903.02.81
96200050,civil_aircraft,eu,9903.02.76
96200050,civil_aircraft,korea,9903.02.81
96200060,civil_aircraft,eu,9903.02.76
96200060,civil_aircraft,korea,9903.02.81
98020040,civil_aircraft,eu,9903.02.76
98020040,civil_aircraft,korea,9903.02.81
98020050,civil_aircraft,eu,9903.02.76
98020050,civil_aircraft,korea,9903.02.81
98020060,civil_aircraft,eu,9903.02.76
98020060,civil_aircraft,japan,9903.96.02
98020060,civil_aircraft,korea,9903.02.81
98020080,civil_aircraft,eu,9903.02.76
98020080,civil_aircraft,korea,9903.02.81
98180005,civil_aircraft,eu,9903.02.76
98180005,civil_aircraft,korea,9903.02.81
98180007,civil_aircraft,eu,9903.02.76
98180007,civil_aircraft,korea,9903.02.81
